Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
7222,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,States the game in the link is Aerion
7223,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,States the series of the game in the link is the Oniverse series
7224,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets quantity requirement,Not Grounded,Introduces three games
7225,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,Introduces only games from the Oniverse series
7226,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides game/strategy explanation,Not Grounded,"Provides at least one sentence that describes each introduced game.
"
7227,398,"Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game.","Prompt: Here is a game: https://www.youtube.com/watch?v=m9dMQSSM61Q I like the concept and the graphics of this game and am interested in playing more games from the same series.

Persona: Please introduce and describe 3 more games that are part of the same series. I'd like to conduct further research on each game. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides link(s),Grounded,Provides a link for each introduced game
7280,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,"States the game in the link is ""ICO"""
7281,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets game/strategy feature requirement,Grounded,"States the game designer for the game in the link is ""Fumito Ueda"""
7282,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets quantity requirement,Not Grounded,Introduces two games
7283,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides game/strategy explanation,Not Grounded,Provides at least one sentence that describes each introduced game
7284,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides link(s),Grounded,Provides a link for each introduced game
7422,405,"Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available.","Persona: https://www.youtube.com/watch?v=hIzZkGP3SUk I watched this game's gameplay videos the other day, and I really got into game design and how it delivers the emotional experience.

Prompt: Please introduce and describe two more games whose game design is done by the same person. I want to explore further to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,Recommends games that are designed by Fumito Ueda
7314,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Game/strategy is in a set list/recommends specific game/strategy,Not Grounded,"States the game in the link is ""Resident Evil"""
7315,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets game/strategy feature requirement,Grounded,States the director of the game is Shinji Mikami
7316,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Meets quantity requirement,Not Grounded,Introduces two games
7317,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides game/strategy explanation,Not Grounded,Provides at least one sentence that describes the genre or gameplay for each introduced game
7318,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Provides link(s),Grounded,Provides an official link for each introduced game
7425,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Hurdle,Meets game/strategy feature requirement,Grounded,Provides games whose director is Shinji Mikami
7459,408,"Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available.","Persona: https://www.youtube.com/watch?v=moW4wLlZnHk I was watching a gameplay video of this game on YouTube. I am really fascinated by the survival horror and how tension is created in this game. 

Prompt: Please introduce and describe two more games where the same person is in charge of directing the game production as in the URL's example. I want to explore further the official details to see what's available. Please explicitly state whether each of your recommendations meets each of the game characteristics that I want. Include the source or purchase links, and prices if applicable.",Game Inspiration,Not,Other,Not Grounded,"Does not introduce ""Resident Evil"""
7365,420,"Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish.","Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets quantity requirement,Not Grounded,Recommends three games
7368,420,"Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish.","Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games that support at least 6 players
7369,420,"Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish.","Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games with a minimum playing age of 6 years old or younger
7370,420,"Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish.","Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Not,Meets game/strategy feature requirement,Grounded,Recommends games that can be finished within 60 minutes
7371,420,"Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish.","Persona: I am planning a trip to Mexico next month to improve my Spanish (I am a native English speaker). I am currently learning online and can hold basic conversations, but want to practice speaking with locals in a more natural setting. During my trip, I have arranged to stay with a host couple and their 3 children (ages 6, 9 and 12), none of whom speak any English. We will have down time in the evenings, and I want to take a game with me that we can play together after dinner.

Prompt: Provide 3 suggestions for board games that take less than 1 hour. Recommended games should have one rule book that includes both English and Spanish. Please explicitly state whether each of your recommendations meets each of the game features that I want. Include the source or purchase links, and prices if applicable.",Game Selection,Hurdle,Meets game/strategy feature requirement,Grounded,Recommends games that have one rule book that includes both English and Spanish
