Criterion ID,Task ID,Prompt,Specified Prompt,Workflow,Hurdle Tag,Criteria type,Criterion Grounding Check,Description
4845,195,"Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks","Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Meets dietary requirements,Not Grounded,Does not recommend meals that contain gluten
4857,195,"Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks","Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dietary requirements,Not Grounded,Does not recommend meals that contain highly perishable ingredients
4846,195,"Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks","Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dish feature requirements,Not Grounded,"Recommends at least one portable/hand-held meal (e.g., sandwich, wrap, skewer, baked roll, rice balls, etc)"
4843,195,"Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks","Persona: I'm a 25-year-old shop assistant living in Italy. I work for a major Italian Fashion brand in a boutique located in Forte dei Marmi, a luxury seaside resort in Tuscany. The area is famous for its exclusive services, the Michelin-starred restaurants, and the high-profile tourism. During the busy summer season, I work from 2 pm to 1 am, with only one hour for a dinner break on weekends. I can't go home because I won't be back on time, so lately I've been relying on chocolate bars for dinner. I'm constantly tired and I struggle to stay alert all evening. I'd like to start eating something more balanced and filling, but I don't know what. My dinner break is usually spent sitting on a bench or in my car; I don't have a table where I can put plates and cutlery. To make things harder, I'm also celiac. I'm a skilled cook and I will prepare my meals 2 hours before going to work. I'm thinking at least 600 calories. 

Prompt: Please suggest a 2-day meal plan for my breaks Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Other,Not Grounded,Recommends consulting a nutritionist for advice on managing celiac disease and gluten-free diets
7164,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Meets quantity/duration requirement,Not Grounded,Provides a meal plan that covers three days
7165,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Hurdle,Meets quantity/duration requirement,Not Grounded,"Provides three meals (breakfast, lunch, and dinner) for each day"
7166,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dietary requirements,Not Grounded,"Recommends meals that contain none of the following: fish, seafood, meat, poultry"
7167,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Meets dish feature requirements,Not Grounded,Does not recommend recipes that use leftovers
7168,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Provides dietary information,Not Grounded,Provides the milligrams of iron for a serving of each meal
7169,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Provides preparation instructions,Not Grounded,Provides step-by-step instructions for each meal
7170,367,"Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working. ","Persona: I'm a 60-year-old man and I've been eating vegetarian most of my life. I'm semi-retired and only work 4 days a week. I need some new recipes for inspiration. I'm quite healthy, but lately I've been a bit lazy with cooking. I've just grown bored with it and concentrating on my nutritional requirements. My doctor told me that I need more iron in my diet, and I guess she's right, since I've been slacking off on green vegetables lately. Beans and legumes give me terrible gas, which is unfortunate because I used to love a good bean burger. The doc has got me on iron supplements, but also suggested I keep a tally of my daily iron intake for a while, just until I've established a baseline. I don't eat too much, so when I have leftovers, I give them to my neighbor. 

Prompt: Give me a full meal plan for the days I'm not working.  Please explicitly state whether your meal plan has each of the characteristics that I want.",Meal Plan,Not,Provides shopping/ingredient list,Not Grounded,Provides a list of ingredients for each meal
